File,WaveData20240328_004.csv,
1584.653900,9.1940E-008,1584.653900,1.8090E-004,1584.653900,2.3420E-008,1584.653900,2.3910E-008,1584.653900,2.3910E-008
1584.704800,9.3580E-008,1584.704800,1.7970E-004,1584.704800,1.4890E-008,1584.704800,2.3550E-008,1584.704800,2.3550E-008
1584.755700,1.0450E-007,1584.755700,1.7880E-004,1584.755700,1.3140E-008,1584.755700,2.4000E-008,1584.755700,2.4000E-008
1584.806600,9.7460E-008,1584.806600,1.7790E-004,1584.806600,1.1410E-008,1584.806600,4.7550E-008,1584.806600,4.7550E-008
1584.857500,1.0410E-007,1584.857500,1.7680E-004,1584.857500,1.5930E-008,1584.857500,-1.0380E-008,1584.857500,-1.0380E-008
1584.908400,1.2970E-007,1584.908400,1.7640E-004,1584.908400,1.1800E-008,1584.908400,1.0410E-008,1584.908400,1.0410E-008
1584.959300,9.8020E-008,1584.959300,1.7520E-004,1584.959300,1.3540E-008,1584.959300,6.0480E-009,1584.959300,6.0480E-009
1585.010200,1.1230E-007,1585.010200,1.7450E-004,1585.010200,1.2660E-008,1585.010200,1.9210E-008,1585.010200,1.9210E-008
1585.061100,8.8660E-008,1585.061100,1.7370E-004,1585.061100,1.2400E-008,1585.061100,1.8000E-008,1585.061100,1.8000E-008
1585.112000,7.8410E-008,1585.112000,1.7250E-004,1585.112000,1.4930E-008,1585.112000,4.0600E-009,1585.112000,4.0600E-009
1585.162900,9.9670E-008,1585.162900,1.7160E-004,1585.162900,5.7950E-009,1585.162900,2.2970E-008,1585.162900,2.2970E-008
1585.213800,7.2290E-008,1585.213800,1.7070E-004,1585.213800,1.0840E-008,1585.213800,3.5320E-008,1585.213800,3.5320E-008
1585.264700,8.6920E-008,1585.264700,1.6970E-004,1585.264700,1.8020E-008,1585.264700,5.9830E-009,1585.264700,5.9830E-009
1585.315600,7.9130E-008,1585.315600,1.6870E-004,1585.315600,1.5380E-008,1585.315600,2.2950E-008,1585.315600,2.2950E-008
1585.366500,7.7830E-008,1585.366500,1.6800E-004,1585.366500,1.0250E-008,1585.366500,-8.5870E-009,1585.366500,-8.5870E-009
1585.417400,7.9670E-008,1585.417400,1.6690E-004,1585.417400,1.1150E-008,1585.417400,2.3970E-008,1585.417400,2.3970E-008
1585.468300,9.5240E-008,1585.468300,1.6640E-004,1585.468300,1.4700E-008,1585.468300,1.2390E-008,1585.468300,1.2390E-008
1585.519200,7.0000E-008,1585.519200,1.6540E-004,1585.519200,1.4980E-008,1585.519200,1.9020E-008,1585.519200,1.9020E-008
1585.570100,9.4870E-008,1585.570100,1.6450E-004,1585.570100,1.5310E-008,1585.570100,3.2990E-008,1585.570100,3.2990E-008
1585.621000,7.0490E-008,1585.621000,1.6360E-004,1585.621000,1.3970E-008,1585.621000,1.8860E-008,1585.621000,1.8860E-008
1585.671900,1.0070E-007,1585.671900,1.6290E-004,1585.671900,1.4740E-008,1585.671900,1.7940E-008,1585.671900,1.7940E-008
1585.722800,9.3630E-008,1585.722800,1.6240E-004,1585.722800,1.4260E-008,1585.722800,1.8460E-008,1585.722800,1.8460E-008
1585.773700,7.6610E-008,1585.773700,1.6120E-004,1585.773700,1.6210E-008,1585.773700,3.0190E-008,1585.773700,3.0190E-008
1585.824600,8.6770E-008,1585.824600,1.6030E-004,1585.824600,1.2200E-008,1585.824600,1.4460E-008,1585.824600,1.4460E-008
1585.875500,8.4400E-008,1585.875500,1.5950E-004,1585.875500,1.1390E-008,1585.875500,3.1410E-008,1585.875500,3.1410E-008
1585.926400,5.9720E-008,1585.926400,1.5830E-004,1585.926400,1.4270E-008,1585.926400,2.4920E-008,1585.926400,2.4920E-008
1585.977300,9.6460E-008,1585.977300,1.5770E-004,1585.977300,1.3640E-008,1585.977300,1.9640E-008,1585.977300,1.9640E-008
1586.028200,8.9110E-008,1586.028200,1.5680E-004,1586.028200,1.1010E-008,1586.028200,8.8570E-009,1586.028200,8.8570E-009
1586.079100,8.0600E-008,1586.079100,1.5610E-004,1586.079100,1.4050E-008,1586.079100,1.3910E-008,1586.079100,1.3910E-008
1586.130000,1.0160E-007,1586.130000,1.5520E-004,1586.130000,1.1020E-008,1586.130000,8.3790E-009,1586.130000,8.3790E-009
1586.180900,1.0910E-007,1586.180900,1.5450E-004,1586.180900,1.6910E-008,1586.180900,4.0800E-008,1586.180900,4.0800E-008
1586.231800,1.0240E-007,1586.231800,1.5310E-004,1586.231800,1.1660E-008,1586.231800,2.1870E-008,1586.231800,2.1870E-008
1586.282700,1.0920E-007,1586.282700,1.5270E-004,1586.282700,2.0990E-008,1586.282700,1.7390E-008,1586.282700,1.7390E-008
1586.333600,1.1260E-007,1586.333600,1.5160E-004,1586.333600,1.6530E-008,1586.333600,3.0250E-008,1586.333600,3.0250E-008
1586.384500,8.8930E-008,1586.384500,1.5080E-004,1586.384500,1.3750E-008,1586.384500,2.6390E-008,1586.384500,2.6390E-008
1586.435400,9.4120E-008,1586.435400,1.5040E-004,1586.435400,1.0790E-008,1586.435400,2.0880E-008,1586.435400,2.0880E-008
1586.486300,7.9570E-008,1586.486300,1.4940E-004,1586.486300,1.1590E-008,1586.486300,1.5860E-008,1586.486300,1.5860E-008
1586.537200,1.0010E-007,1586.537200,1.4850E-004,1586.537200,1.2690E-008,1586.537200,1.9660E-008,1586.537200,1.9660E-008
1586.588100,1.0420E-007,1586.588100,1.4770E-004,1586.588100,1.3410E-008,1586.588100,4.9070E-008,1586.588100,4.9070E-008
1586.639000,9.7450E-008,1586.639000,1.4700E-004,1586.639000,1.6030E-008,1586.639000,2.0110E-008,1586.639000,2.0110E-008
1586.689900,1.0150E-007,1586.689900,1.4620E-004,1586.689900,1.2800E-008,1586.689900,3.3820E-008,1586.689900,3.3820E-008
1586.740800,9.7570E-008,1586.740800,1.4490E-004,1586.740800,1.5220E-008,1586.740800,2.6170E-008,1586.740800,2.6170E-008
1586.791700,1.0410E-007,1586.791700,1.4440E-004,1586.791700,9.2910E-009,1586.791700,4.2470E-009,1586.791700,4.2470E-009
1586.842600,9.0700E-008,1586.842600,1.4340E-004,1586.842600,1.2750E-008,1586.842600,1.5910E-008,1586.842600,1.5910E-008
1586.893500,1.1120E-007,1586.893500,1.4270E-004,1586.893500,1.5600E-008,1586.893500,1.5650E-008,1586.893500,1.5650E-008
1586.944400,1.1590E-007,1586.944400,1.4170E-004,1586.944400,1.3220E-008,1586.944400,3.4970E-008,1586.944400,3.4970E-008
1586.995300,1.0380E-007,1586.995300,1.4090E-004,1586.995300,1.2530E-008,1586.995300,9.0200E-009,1586.995300,9.0200E-009
1587.046200,9.6880E-008,1587.046200,1.4030E-004,1587.046200,1.0420E-008,1587.046200,1.8690E-008,1587.046200,1.8690E-008
1587.097100,9.1520E-008,1587.097100,1.3960E-004,1587.097100,1.4640E-008,1587.097100,2.1730E-008,1587.097100,2.1730E-008
1587.148000,8.4930E-008,1587.148000,1.3900E-004,1587.148000,7.0280E-009,1587.148000,1.9170E-008,1587.148000,1.9170E-008
1587.198900,1.0630E-007,1587.198900,1.3800E-004,1587.198900,1.0940E-008,1587.198900,3.5040E-008,1587.198900,3.5040E-008
1587.249800,8.5850E-008,1587.249800,1.3740E-004,1587.249800,1.1650E-008,1587.249800,1.8410E-008,1587.249800,1.8410E-008
1587.300700,8.0310E-008,1587.300700,1.3660E-004,1587.300700,3.6560E-009,1587.300700,5.1320E-009,1587.300700,5.1320E-009
1587.351600,1.0810E-007,1587.351600,1.3570E-004,1587.351600,1.1940E-008,1587.351600,1.1000E-009,1587.351600,1.1000E-009
1587.402500,7.4430E-008,1587.402500,1.3500E-004,1587.402500,1.0430E-008,1587.402500,2.5200E-008,1587.402500,2.5200E-008
1587.453400,6.7240E-008,1587.453400,1.3390E-004,1587.453400,1.5200E-008,1587.453400,1.3170E-008,1587.453400,1.3170E-008
1587.504300,6.8720E-008,1587.504300,1.3360E-004,1587.504300,1.2710E-008,1587.504300,1.1060E-008,1587.504300,1.1060E-008
1587.555200,1.0620E-007,1587.555200,1.3250E-004,1587.555200,1.2800E-008,1587.555200,3.1220E-008,1587.555200,3.1220E-008
1587.606100,7.6250E-008,1587.606100,1.3160E-004,1587.606100,1.4580E-008,1587.606100,2.1750E-008,1587.606100,2.1750E-008
1587.657000,7.4830E-008,1587.657000,1.3090E-004,1587.657000,1.0170E-008,1587.657000,1.3040E-008,1587.657000,1.3040E-008
1587.707900,8.8180E-008,1587.707900,1.3040E-004,1587.707900,1.2100E-008,1587.707900,-7.3170E-009,1587.707900,-7.3170E-009
1587.758800,6.8880E-008,1587.758800,1.2960E-004,1587.758800,9.8140E-009,1587.758800,1.5820E-008,1587.758800,1.5820E-008
1587.809700,5.4770E-008,1587.809700,1.2890E-004,1587.809700,2.1480E-008,1587.809700,2.9830E-008,1587.809700,2.9830E-008
1587.860600,6.5430E-008,1587.860600,1.2810E-004,1587.860600,9.4890E-009,1587.860600,1.8580E-008,1587.860600,1.8580E-008
1587.911500,6.8360E-008,1587.911500,1.2760E-004,1587.911500,7.7740E-009,1587.911500,1.3980E-008,1587.911500,1.3980E-008
1587.962400,6.6360E-008,1587.962400,1.2640E-004,1587.962400,9.3110E-009,1587.962400,1.9920E-008,1587.962400,1.9920E-008
1588.013300,5.7660E-008,1588.013300,1.2610E-004,1588.013300,6.6010E-009,1588.013300,3.3280E-009,1588.013300,3.3280E-009
1588.064200,6.2120E-008,1588.064200,1.2530E-004,1588.064200,5.7830E-009,1588.064200,1.7070E-008,1588.064200,1.7070E-008
1588.115100,7.0320E-008,1588.115100,1.2440E-004,1588.115100,6.5940E-009,1588.115100,1.3930E-008,1588.115100,1.3930E-008
1588.166000,7.4910E-008,1588.166000,1.2350E-004,1588.166000,1.0200E-008,1588.166000,2.2220E-008,1588.166000,2.2220E-008
1588.216900,6.0840E-008,1588.216900,1.2310E-004,1588.216900,1.1450E-008,1588.216900,3.1990E-008,1588.216900,3.1990E-008
1588.267800,7.7490E-008,1588.267800,1.2250E-004,1588.267800,9.3470E-009,1588.267800,2.5960E-008,1588.267800,2.5960E-008
1588.318700,9.5720E-008,1588.318700,1.2150E-004,1588.318700,2.7990E-009,1588.318700,7.4250E-009,1588.318700,7.4250E-009
1588.369600,8.4570E-008,1588.369600,1.2090E-004,1588.369600,9.8190E-009,1588.369600,2.9050E-008,1588.369600,2.9050E-008
1588.420500,7.8330E-008,1588.420500,1.2030E-004,1588.420500,1.1990E-008,1588.420500,2.3920E-008,1588.420500,2.3920E-008
1588.471400,7.3520E-008,1588.471400,1.1970E-004,1588.471400,1.3150E-008,1588.471400,-3.8110E-009,1588.471400,-3.8110E-009
1588.522300,7.9930E-008,1588.522300,1.1890E-004,1588.522300,8.7200E-009,1588.522300,1.7820E-008,1588.522300,1.7820E-008
1588.573200,8.8610E-008,1588.573200,1.1790E-004,1588.573200,1.0560E-008,1588.573200,1.0060E-009,1588.573200,1.0060E-009
1588.624100,1.0210E-007,1588.624100,1.1770E-004,1588.624100,1.4360E-008,1588.624100,1.1020E-008,1588.624100,1.1020E-008
1588.675000,8.9260E-008,1588.675000,1.1670E-004,1588.675000,1.3860E-008,1588.675000,-2.5520E-009,1588.675000,-2.5520E-009
1588.725900,1.1300E-007,1588.725900,1.1580E-004,1588.725900,1.1240E-008,1588.725900,4.6880E-008,1588.725900,4.6880E-008
1588.776800,1.5400E-007,1588.776800,1.1540E-004,1588.776800,1.3850E-008,1588.776800,-4.7950E-009,1588.776800,-4.7950E-009
1588.827700,1.5930E-007,1588.827700,1.1510E-004,1588.827700,2.3890E-008,1588.827700,1.1720E-008,1588.827700,1.1720E-008
1588.878600,1.4460E-007,1588.878600,1.1410E-004,1588.878600,1.3910E-008,1588.878600,5.6310E-008,1588.878600,5.6310E-008
1588.929500,1.5660E-007,1588.929500,1.1360E-004,1588.929500,1.6420E-008,1588.929500,7.9710E-009,1588.929500,7.9710E-009
1588.980400,2.5830E-007,1588.980400,1.1290E-004,1588.980400,2.0550E-008,1588.980400,3.0100E-008,1588.980400,3.0100E-008
1589.031300,6.5680E-007,1589.031300,1.1220E-004,1589.031300,4.9820E-008,1589.031300,1.6420E-008,1589.031300,1.6420E-008
1589.082200,1.4630E-006,1589.082200,1.1150E-004,1589.082200,1.0110E-007,1589.082200,4.2960E-008,1589.082200,4.2960E-008
1589.133100,3.1690E-006,1589.133100,1.1120E-004,1589.133100,2.0290E-007,1589.133100,9.2960E-008,1589.133100,9.2960E-008
1589.184000,5.2950E-006,1589.184000,1.1020E-004,1589.184000,3.3640E-007,1589.184000,1.5270E-007,1589.184000,1.5270E-007
1589.234900,7.2980E-006,1589.234900,1.0980E-004,1589.234900,4.7990E-007,1589.234900,2.2960E-007,1589.234900,2.2960E-007
1589.285800,8.6530E-006,1589.285800,1.0880E-004,1589.285800,5.7620E-007,1589.285800,3.1600E-007,1589.285800,3.1600E-007
1589.336700,9.2220E-006,1589.336700,1.0840E-004,1589.336700,6.1960E-007,1589.336700,3.4600E-007,1589.336700,3.4600E-007
1589.387600,9.5770E-006,1589.387600,1.0770E-004,1589.387600,6.3930E-007,1589.387600,3.5200E-007,1589.387600,3.5200E-007
1589.438500,9.5820E-006,1589.438500,1.0740E-004,1589.438500,6.4410E-007,1589.438500,4.0810E-007,1589.438500,4.0810E-007
1589.489400,9.6850E-006,1589.489400,1.0670E-004,1589.489400,6.5190E-007,1589.489400,3.8760E-007,1589.489400,3.8760E-007
1589.540300,9.7420E-006,1589.540300,1.0610E-004,1589.540300,6.4640E-007,1589.540300,3.8810E-007,1589.540300,3.8810E-007
1589.591200,9.7290E-006,1589.591200,1.0550E-004,1589.591200,6.5630E-007,1589.591200,3.6950E-007,1589.591200,3.6950E-007
1589.642100,9.7080E-006,1589.642100,1.0490E-004,1589.642100,6.5210E-007,1589.642100,3.9580E-007,1589.642100,3.9580E-007
1589.693000,9.6820E-006,1589.693000,1.0430E-004,1589.693000,6.4800E-007,1589.693000,3.9150E-007,1589.693000,3.9150E-007
1589.743900,9.6570E-006,1589.743900,1.0370E-004,1589.743900,6.4620E-007,1589.743900,3.9020E-007,1589.743900,3.9020E-007
1589.794800,9.5870E-006,1589.794800,1.0310E-004,1589.794800,6.4680E-007,1589.794800,3.9210E-007,1589.794800,3.9210E-007
1589.845700,9.5840E-006,1589.845700,1.0260E-004,1589.845700,6.4480E-007,1589.845700,4.1060E-007,1589.845700,4.1060E-007
1589.896600,9.4150E-006,1589.896600,1.0200E-004,1589.896600,6.3700E-007,1589.896600,3.7330E-007,1589.896600,3.7330E-007
1589.947500,8.9910E-006,1589.947500,1.0140E-004,1589.947500,6.0480E-007,1589.947500,3.9860E-007,1589.947500,3.9860E-007
1589.998400,8.0050E-006,1589.998400,1.0090E-004,1589.998400,5.4650E-007,1589.998400,3.6630E-007,1589.998400,3.6630E-007
1590.049300,6.4850E-006,1590.049300,1.0030E-004,1590.049300,4.5050E-007,1590.049300,3.1250E-007,1590.049300,3.1250E-007
1590.100200,4.4270E-006,1590.100200,9.9820E-005,1590.100200,3.1440E-007,1590.100200,2.3100E-007,1590.100200,2.3100E-007
1590.151100,2.5180E-006,1590.151100,9.9280E-005,1590.151100,1.8120E-007,1590.151100,1.7060E-007,1590.151100,1.7060E-007
1590.202000,1.2250E-006,1590.202000,9.8760E-005,1590.202000,9.6460E-008,1590.202000,1.2400E-007,1590.202000,1.2400E-007
1590.252900,7.0790E-007,1590.252900,9.8210E-005,1590.252900,5.4030E-008,1590.252900,5.4050E-008,1590.252900,5.4050E-008
1590.303800,4.4200E-007,1590.303800,9.7680E-005,1590.303800,3.4390E-008,1590.303800,3.1590E-008,1590.303800,3.1590E-008
1590.354700,3.2540E-007,1590.354700,9.7150E-005,1590.354700,2.1610E-008,1590.354700,4.4980E-008,1590.354700,4.4980E-008
1590.405600,2.5750E-007,1590.405600,9.6590E-005,1590.405600,2.3830E-008,1590.405600,3.9130E-008,1590.405600,3.9130E-008
1590.456500,2.3500E-007,1590.456500,9.6030E-005,1590.456500,1.1370E-008,1590.456500,8.7380E-009,1590.456500,8.7380E-009
1590.507400,1.7870E-007,1590.507400,9.5560E-005,1590.507400,1.6080E-008,1590.507400,2.1000E-008,1590.507400,2.1000E-008
1590.558300,1.2920E-007,1590.558300,9.5050E-005,1590.558300,1.5720E-008,1590.558300,1.9890E-008,1590.558300,1.9890E-008
1590.609200,1.5970E-007,1590.609200,9.4520E-005,1590.609200,1.4530E-008,1590.609200,-1.4380E-010,1590.609200,-1.4380E-010
1590.660100,1.6320E-007,1590.660100,9.4000E-005,1590.660100,1.1460E-008,1590.660100,2.5790E-008,1590.660100,2.5790E-008
1590.711000,1.9290E-007,1590.711000,9.3490E-005,1590.711000,1.3850E-008,1590.711000,2.2290E-008,1590.711000,2.2290E-008
1590.761900,1.4130E-007,1590.761900,9.3000E-005,1590.761900,2.2820E-008,1590.761900,2.2380E-008,1590.761900,2.2380E-008
1590.812800,1.4770E-007,1590.812800,9.2590E-005,1590.812800,1.5880E-008,1590.812800,2.4630E-008,1590.812800,2.4630E-008
1590.863700,1.4200E-007,1590.863700,9.2140E-005,1590.863700,1.3590E-008,1590.863700,3.3210E-008,1590.863700,3.3210E-008
1590.914600,1.2840E-007,1590.914600,9.1670E-005,1590.914600,1.3020E-008,1590.914600,1.5960E-008,1590.914600,1.5960E-008
1590.965500,1.1830E-007,1590.965500,9.1160E-005,1590.965500,1.0890E-008,1590.965500,-5.9500E-009,1590.965500,-5.9500E-009
1591.016400,1.1930E-007,1591.016400,9.0680E-005,1591.016400,1.2240E-008,1591.016400,2.0770E-008,1591.016400,2.0770E-008
1591.067300,1.0340E-007,1591.067300,9.0270E-005,1591.067300,5.4230E-009,1591.067300,2.1740E-008,1591.067300,2.1740E-008
1591.118200,1.1360E-007,1591.118200,8.9790E-005,1591.118200,1.0820E-008,1591.118200,1.8140E-008,1591.118200,1.8140E-008
1591.169100,9.5920E-008,1591.169100,8.9250E-005,1591.169100,7.4100E-009,1591.169100,2.7650E-008,1591.169100,2.7650E-008
1591.220000,6.1110E-008,1591.220000,8.8840E-005,1591.220000,6.1460E-009,1591.220000,1.0790E-008,1591.220000,1.0790E-008
1591.270900,8.1230E-008,1591.270900,8.8390E-005,1591.270900,8.0250E-009,1591.270900,1.9760E-008,1591.270900,1.9760E-008
1591.321800,7.8340E-008,1591.321800,8.8000E-005,1591.321800,9.2460E-009,1591.321800,3.0000E-008,1591.321800,3.0000E-008
1591.372700,5.2800E-008,1591.372700,8.7610E-005,1591.372700,8.5960E-009,1591.372700,-3.2060E-009,1591.372700,-3.2060E-009
1591.423600,6.4300E-008,1591.423600,8.7120E-005,1591.423600,7.0140E-009,1591.423600,2.2630E-008,1591.423600,2.2630E-008
1591.474500,5.0220E-008,1591.474500,8.6700E-005,1591.474500,6.6070E-009,1591.474500,2.2040E-008,1591.474500,2.2040E-008
1591.525400,4.9060E-008,1591.525400,8.6240E-005,1591.525400,6.8900E-009,1591.525400,1.0720E-008,1591.525400,1.0720E-008
1591.576300,8.1750E-008,1591.576300,8.5800E-005,1591.576300,1.0330E-008,1591.576300,5.4030E-009,1591.576300,5.4030E-009
1591.627200,6.2410E-008,1591.627200,8.5400E-005,1591.627200,9.8300E-009,1591.627200,1.3550E-008,1591.627200,1.3550E-008
1591.678100,4.8940E-008,1591.678100,8.4980E-005,1591.678100,7.5290E-009,1591.678100,2.8330E-009,1591.678100,2.8330E-009
1591.729000,5.1890E-008,1591.729000,8.4570E-005,1591.729000,5.1630E-009,1591.729000,1.9040E-008,1591.729000,1.9040E-008
1591.779900,6.8120E-008,1591.779900,8.4110E-005,1591.779900,1.7850E-008,1591.779900,4.2380E-009,1591.779900,4.2380E-009
1591.830800,5.9650E-008,1591.830800,8.3800E-005,1591.830800,6.2210E-009,1591.830800,-8.8100E-009,1591.830800,-8.8100E-009
1591.881700,4.6670E-008,1591.881700,8.3450E-005,1591.881700,3.5500E-009,1591.881700,2.4620E-008,1591.881700,2.4620E-008
1591.932600,2.5310E-008,1591.932600,8.3040E-005,1591.932600,4.9450E-009,1591.932600,5.6720E-009,1591.932600,5.6720E-009
1591.983500,4.7120E-008,1591.983500,8.2630E-005,1591.983500,7.6210E-009,1591.983500,2.1200E-008,1591.983500,2.1200E-008
1592.034400,5.4980E-008,1592.034400,8.2230E-005,1592.034400,5.2660E-009,1592.034400,1.0600E-008,1592.034400,1.0600E-008
1592.085300,6.1410E-008,1592.085300,8.1890E-005,1592.085300,5.3870E-009,1592.085300,2.4780E-008,1592.085300,2.4780E-008
1592.136200,4.4260E-008,1592.136200,8.1500E-005,1592.136200,7.7440E-009,1592.136200,8.4140E-009,1592.136200,8.4140E-009
1592.187100,3.7540E-008,1592.187100,8.1110E-005,1592.187100,6.8900E-009,1592.187100,-2.4510E-009,1592.187100,-2.4510E-009
1592.238000,2.9040E-008,1592.238000,8.0730E-005,1592.238000,3.9810E-009,1592.238000,3.3980E-008,1592.238000,3.3980E-008
1592.288900,2.9870E-008,1592.288900,8.0460E-005,1592.288900,6.7310E-009,1592.288900,3.2360E-008,1592.288900,3.2360E-008
1592.339800,5.8330E-008,1592.339800,8.0020E-005,1592.339800,5.2230E-009,1592.339800,7.1940E-009,1592.339800,7.1940E-009
1592.390700,4.3520E-008,1592.390700,7.9680E-005,1592.390700,1.0810E-009,1592.390700,-2.0630E-008,1592.390700,-2.0630E-008
1592.441600,4.5470E-008,1592.441600,7.9360E-005,1592.441600,8.1060E-009,1592.441600,1.6970E-008,1592.441600,1.6970E-008
1592.492500,5.3030E-008,1592.492500,7.9010E-005,1592.492500,3.4970E-009,1592.492500,2.0440E-010,1592.492500,2.0440E-010
1592.543400,4.1860E-008,1592.543400,7.8620E-005,1592.543400,6.6730E-009,1592.543400,1.3860E-008,1592.543400,1.3860E-008
1592.594300,3.8950E-008,1592.594300,7.8270E-005,1592.594300,6.9140E-009,1592.594300,1.9560E-008,1592.594300,1.9560E-008
1592.645200,5.3330E-008,1592.645200,7.7950E-005,1592.645200,7.2950E-009,1592.645200,1.7160E-008,1592.645200,1.7160E-008
1592.696100,5.0780E-008,1592.696100,7.7610E-005,1592.696100,-5.2150E-010,1592.696100,2.0180E-008,1592.696100,2.0180E-008
1592.747000,2.3000E-008,1592.747000,7.7280E-005,1592.747000,2.6640E-009,1592.747000,2.7830E-008,1592.747000,2.7830E-008
1592.797900,2.3700E-008,1592.797900,7.6950E-005,1592.797900,4.6820E-009,1592.797900,1.8110E-008,1592.797900,1.8110E-008
1592.848800,3.9220E-008,1592.848800,7.6620E-005,1592.848800,5.9730E-009,1592.848800,4.9330E-010,1592.848800,4.9330E-010
1592.899700,5.6660E-008,1592.899700,7.6290E-005,1592.899700,5.2040E-009,1592.899700,2.6940E-008,1592.899700,2.6940E-008
1592.950600,6.3230E-008,1592.950600,7.5980E-005,1592.950600,3.3300E-009,1592.950600,2.6300E-008,1592.950600,2.6300E-008
1593.001500,1.4310E-008,1593.001500,7.5660E-005,1593.001500,9.3060E-009,1593.001500,1.8510E-008,1593.001500,1.8510E-008
1593.052400,5.0770E-008,1593.052400,7.5340E-005,1593.052400,7.9400E-009,1593.052400,5.4130E-009,1593.052400,5.4130E-009
1593.103300,3.7900E-008,1593.103300,7.5060E-005,1593.103300,5.7840E-009,1593.103300,2.7760E-008,1593.103300,2.7760E-008
1593.154200,3.2860E-008,1593.154200,7.4710E-005,1593.154200,5.0830E-009,1593.154200,2.0170E-008,1593.154200,2.0170E-008
1593.205100,2.1370E-008,1593.205100,7.4450E-005,1593.205100,3.4060E-009,1593.205100,1.1180E-009,1593.205100,1.1180E-009
1593.256000,4.2780E-008,1593.256000,7.4140E-005,1593.256000,6.0320E-009,1593.256000,1.0230E-008,1593.256000,1.0230E-008
1593.306900,3.6560E-008,1593.306900,7.3840E-005,1593.306900,7.5330E-009,1593.306900,8.7340E-009,1593.306900,8.7340E-009
1593.357800,3.7560E-008,1593.357800,7.3580E-005,1593.357800,5.8390E-009,1593.357800,9.7810E-009,1593.357800,9.7810E-009
1593.408700,3.2130E-008,1593.408700,7.3260E-005,1593.408700,6.4480E-009,1593.408700,4.0660E-009,1593.408700,4.0660E-009
1593.459600,2.3050E-008,1593.459600,7.2940E-005,1593.459600,4.8670E-009,1593.459600,2.2590E-008,1593.459600,2.2590E-008
1593.510500,1.9450E-008,1593.510500,7.2690E-005,1593.510500,7.9140E-009,1593.510500,3.1390E-009,1593.510500,3.1390E-009
1593.561400,4.9080E-008,1593.561400,7.2450E-005,1593.561400,2.9640E-009,1593.561400,1.9030E-008,1593.561400,1.9030E-008
